Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Duke,ACC,27,9,0.75,,16,2,0.889,,74.1,59.7,,34.41,20.04,,7.0,7.0,,,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Louisville,ACC,29,8,0.784,,15,3,0.833,,78.7,61.0,,32.49,14.81,,20.0,6.0,,,NCAA Tournament
3,North Carolina,ACC,28,8,0.778,,14,4,0.778,,74.6,59.1,,29.45,13.87,,11.0,11.0,,,NCAA Tournament
4,NC State,ACC,21,11,0.656,,13,5,0.722,,76.7,67.1,,26.09,16.47,,9.0,9.0,,,NCAA Tournament
5,Syracuse,ACC,24,9,0.727,,12,6,0.667,,73.5,64.5,,19.95,10.89,,,,,,NCAA Tournament
6,Virginia Tech,ACC,23,10,0.697,,12,6,0.667,,72.5,61.5,,20.17,9.23,,,,,,NCAA Tournament
7,Notre Dame,ACC,25,11,0.694,,12,6,0.667,,77.1,65.1,,28.31,16.36,,15.0,15.0,,,NCAA Tournament
8,Virginia,ACC,22,12,0.647,,11,7,0.611,,75.0,65.0,,21.33,11.39,,,,,,NCAA Tournament
9,Clemson,ACC,21,12,0.636,,11,7,0.611,,67.7,59.1,,18.69,10.08,,,,,,NCAA Tournament
10,California,ACC,21,15,0.583,,9,9,0.5,,69.8,63.8,,17.69,11.75,,,,,,
11,Stanford,ACC,21,14,0.6,,8,10,0.444,,70.5,63.2,,18.4,11.11,,,,,,
