Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Louisville,ACC,11,3,0.786,,2,0,1.0,,81.9,57.8,,32.95,8.81,,20.0,16.0,,,
2,NC State,ACC,8,4,0.667,,2,0,1.0,,77.4,65.5,,27.86,15.94,,9.0,9.0,,,
3,Syracuse,ACC,11,1,0.917,,1,0,1.0,,76.3,54.4,,20.42,-1.5,,,,,,
4,Stanford,ACC,10,2,0.833,,1,0,1.0,,72.8,55.3,,23.04,5.46,,,,,,
5,Notre Dame,ACC,8,2,0.8,,1,0,1.0,,82.7,61.1,,31.37,9.77,,15.0,15.0,,,
6,Virginia,ACC,8,3,0.727,,1,0,1.0,,78.3,55.4,,22.6,-0.31,,,,,,
7,Duke,ACC,5,6,0.455,,1,0,1.0,,71.5,64.5,,28.03,21.03,,7.0,7.0,,,
8,Virginia Tech,ACC,10,3,0.769,,1,1,0.5,,75.1,56.5,,17.12,-1.42,,,,,,
9,Wake Forest,ACC,10,3,0.769,,1,1,0.5,,67.2,54.8,,5.32,-7.06,,,,,,
10,Clemson,ACC,8,4,0.667,,1,1,0.5,,67.6,54.6,,14.69,1.69,,,,,,
11,Miami (FL),ACC,7,4,0.636,,1,1,0.5,,72.9,61.8,,18.67,7.58,,,,,,
12,Florida State,ACC,4,9,0.308,,0,2,0.0,,74.5,79.7,,8.28,13.51,,,,,,
13,Georgia Tech,ACC,4,9,0.308,,0,2,0.0,,65.5,65.8,,5.12,5.51,,,,,,
14,North Carolina,ACC,10,3,0.769,,0,1,0.0,,78.9,56.6,,31.08,8.77,,11.0,11.0,,,
15,California,ACC,8,4,0.667,,0,1,0.0,,68.6,59.9,,14.59,5.93,,,,,,
16,Pittsburgh,ACC,7,6,0.538,,0,1,0.0,,62.5,59.8,,-6.75,-9.42,,,,,,
17,Southern Methodist,ACC,6,6,0.5,,0,1,0.0,,68.8,66.8,,4.56,2.47,,,,,,
18,Boston College,ACC,4,10,0.286,,0,1,0.0,,67.2,69.6,,-3.62,-1.26,,,,,,
