Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Louisville,ACC,16,3,0.842,,6,0,1.0,,82.9,58.2,,34.86,10.18,,20.0,10.0,,,
2,Duke,ACC,11,6,0.647,,6,0,1.0,,74.2,62.2,,30.85,18.91,,7.0,7.0,,,
3,Virginia,ACC,13,4,0.765,,5,1,0.833,,77.1,58.9,,19.41,1.29,,,,,,
4,NC State,ACC,12,5,0.706,,5,1,0.833,,76.4,63.5,,29.05,16.23,,9.0,9.0,,,
5,Syracuse,ACC,14,3,0.824,,4,2,0.667,,74.0,58.3,,18.83,3.12,,,,,,
6,Notre Dame,ACC,12,4,0.75,,4,2,0.667,,84.8,62.2,,29.54,6.98,,15.0,15.0,,,
7,Stanford,ACC,14,4,0.778,,3,2,0.6,,69.9,56.7,,23.06,9.89,,,,,,
8,Virginia Tech,ACC,13,5,0.722,,3,3,0.5,,74.3,58.6,,17.54,1.88,,,,,,
9,Clemson,ACC,12,6,0.667,,3,3,0.5,,69.7,56.2,,17.49,3.99,,,,,,
10,Miami (FL),ACC,11,6,0.647,,3,3,0.5,,73.6,62.8,,20.02,9.2,,,,,,
11,Georgia Tech,ACC,8,10,0.444,,3,3,0.5,,67.2,65.8,,9.74,8.35,,,,,,
12,North Carolina,ACC,13,5,0.722,,2,3,0.4,,77.8,58.6,,27.49,8.21,,11.0,11.0,,,
13,Wake Forest,ACC,12,6,0.667,,2,4,0.333,,65.4,56.8,,5.06,-3.61,,,,,,
14,California,ACC,10,8,0.556,,1,4,0.2,,67.8,61.2,,16.03,9.42,,,,,,
15,Pittsburgh,ACC,8,10,0.444,,1,4,0.2,,61.4,65.7,,-7.98,-3.63,,,,,,
16,Boston College,ACC,4,15,0.211,,0,6,0.0,,63.5,73.7,,-6.11,4.1,,,,,,
17,Southern Methodist,ACC,7,10,0.412,,0,5,0.0,,66.1,69.9,,3.09,6.91,,,,,,
18,Florida State,ACC,5,12,0.294,,0,5,0.0,,75.8,78.8,,10.22,13.16,,,,,,
