Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Eastern Kentucky,A-Sun,7,1,0.875,,,,,,70.8,58.7,,2.24,-9.93,,,,,,
2,Jacksonville,A-Sun,6,1,0.857,,,,,,71.3,71.8,,-6.24,-5.74,,,,,,
3,Stetson,A-Sun,6,2,0.75,,,,,,72.2,68.5,,2.21,-1.46,,,,,,
4,Austin Peay,A-Sun,4,2,0.667,,,,,,66.4,64.4,,3.51,1.51,,,,,,
5,Central Arkansas,A-Sun,6,3,0.667,,,,,,69.1,59.9,,6.49,-2.79,,,,,,
6,North Alabama,A-Sun,5,3,0.625,,,,,,62.7,65.8,,-10.54,-7.38,,,,,,
7,West Georgia,A-Sun,4,3,0.571,,,,,,69.7,69.9,,-11.14,-11.0,,,,,,
8,Queens (NC),A-Sun,4,4,0.5,,,,,,60.0,75.4,,-21.31,-5.89,,,,,,
9,North Florida,A-Sun,4,5,0.444,,,,,,55.6,73.6,,-18.59,-0.59,,,,,,
10,Lipscomb,A-Sun,3,6,0.333,,,,,,58.3,68.1,,-18.0,-8.14,,,,,,
11,Florida Gulf Coast,A-Sun,2,5,0.286,,,,,,58.3,70.2,,1.66,13.49,,,,,,
12,Bellarmine,A-Sun,2,9,0.182,,,,,,54.3,78.5,,-21.13,3.07,,,,,,
