Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Texas,SEC,17,0,1.0,,2,0,1.0,,91.6,53.2,,45.38,6.97,,4.0,2.0,,,
2,Vanderbilt,SEC,15,0,1.0,,2,0,1.0,,85.7,55.6,,31.19,1.13,,19.0,7.0,,,
3,Kentucky,SEC,15,1,0.938,,2,0,1.0,,80.9,52.1,,33.27,4.46,,24.0,6.0,,,
4,South Carolina,SEC,15,1,0.938,,2,0,1.0,,91.1,53.9,,47.08,9.96,,2.0,2.0,,,
5,Oklahoma,SEC,14,1,0.933,,2,0,1.0,,94.5,59.6,,38.64,3.7,,6.0,5.0,,,
6,Tennessee,SEC,10,3,0.769,,2,0,1.0,,80.3,59.8,,30.19,9.65,,8.0,8.0,,,
7,Alabama,SEC,15,1,0.938,,1,1,0.5,,74.0,52.6,,25.38,4.0,,,,,,
8,Georgia,SEC,15,1,0.938,,1,1,0.5,,79.0,53.6,,20.32,-5.06,,,,,,
9,Mississippi State,SEC,14,2,0.875,,1,1,0.5,,80.3,56.3,,22.43,-1.5,,,,,,
10,Mississippi,SEC,14,3,0.824,,1,1,0.5,,78.6,53.5,,27.78,2.66,,12.0,12.0,,,
11,Louisiana State,SEC,14,2,0.875,,0,2,0.0,,103.2,55.1,,45.96,-2.1,,5.0,5.0,,,
12,Florida,SEC,12,5,0.706,,0,2,0.0,,76.2,60.2,,15.74,-0.26,,,,,,
13,Missouri,SEC,12,5,0.706,,0,2,0.0,,75.1,69.6,,11.13,5.66,,,,,,
14,Auburn,SEC,11,5,0.688,,0,2,0.0,,65.2,56.3,,11.56,2.62,,,,,,
15,Arkansas,SEC,11,6,0.647,,0,2,0.0,,76.2,69.8,,7.1,0.63,,,,,,
16,Texas A&M,SEC,7,4,0.636,,0,2,0.0,,68.2,61.3,,12.69,5.78,,,,,,
