Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Murray State,MVC,31,3,0.912,,19,1,0.95,,85.7,74.0,,8.4,-3.27,,,,,,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Belmont,MVC,20,12,0.625,,16,4,0.8,,71.0,66.8,,5.62,1.4,,,,,,
3,Bradley,MVC,20,12,0.625,,13,7,0.65,,69.3,65.2,,0.07,-4.0,,,,,,
4,Illinois State,MVC,20,13,0.606,,13,7,0.65,,72.7,68.2,,1.31,-3.24,,,,,,
5,Northern Iowa,MVC,18,14,0.563,,13,7,0.65,,67.8,64.3,,3.12,-0.41,,,,,,
6,Drake,MVC,12,20,0.375,,10,10,0.5,,71.2,74.2,,-3.9,-0.93,,,,,,
7,Illinois-Chicago,MVC,14,18,0.438,,9,11,0.45,,66.2,66.0,,-3.32,-3.45,,,,,,
8,Southern Illinois,MVC,10,20,0.333,,7,13,0.35,,66.2,73.7,,-11.53,-4.03,,,,,,
9,Indiana State,MVC,10,22,0.313,,5,15,0.25,,73.7,84.8,,-14.37,-3.28,,,,,,
10,Evansville,MVC,10,25,0.286,,5,15,0.25,,68.2,75.7,,-9.87,-2.38,,,,,,
11,Valparaiso,MVC,0,32,0.0,,0,20,0.0,,55.6,81.5,,-28.46,-2.52,,,,,,
