Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Notre Dame,ACC,10,2,0.833,,2,0,1.0,,85.9,59.0,,31.49,4.58,,15.0,15.0,,,
2,Louisville,ACC,12,3,0.8,,2,0,1.0,,82.4,58.3,,34.34,10.2,,20.0,13.0,,,
3,Virginia,ACC,10,3,0.769,,2,0,1.0,,78.8,54.9,,22.36,-1.57,,,,,,
4,NC State,ACC,9,4,0.692,,2,0,1.0,,76.7,65.0,,27.75,16.05,,9.0,9.0,,,
5,Duke,ACC,7,6,0.538,,2,0,1.0,,71.8,62.1,,29.81,20.04,,7.0,7.0,,,
6,Stanford,ACC,12,2,0.857,,1,0,1.0,,72.9,54.7,,22.97,4.83,,,,,,
7,Syracuse,ACC,11,2,0.846,,1,1,0.5,,74.4,55.7,,19.2,0.51,,,,,,
8,North Carolina,ACC,12,3,0.8,,1,1,0.5,,80.6,56.6,,29.73,5.73,,11.0,11.0,,,
9,Virginia Tech,ACC,11,3,0.786,,1,1,0.5,,75.4,55.9,,17.36,-2.14,,,,,,
10,Wake Forest,ACC,11,3,0.786,,1,1,0.5,,67.9,55.6,,4.22,-8.13,,,,,,
11,Clemson,ACC,10,4,0.714,,1,1,0.5,,70.9,54.4,,15.45,-1.05,,,,,,
12,Miami (FL),ACC,9,4,0.692,,1,1,0.5,,74.2,60.0,,20.47,6.31,,,,,,
13,Southern Methodist,ACC,7,7,0.5,,0,2,0.0,,68.0,67.1,,4.33,3.4,,,,,,
14,Pittsburgh,ACC,7,8,0.467,,0,2,0.0,,62.7,64.0,,-7.52,-6.24,,,,,,
15,Florida State,ACC,5,9,0.357,,0,2,0.0,,75.5,76.9,,8.86,10.28,,,,,,
16,Georgia Tech,ACC,5,9,0.357,,0,2,0.0,,66.4,65.6,,5.06,4.28,,,,,,
17,Boston College,ACC,4,11,0.267,,0,2,0.0,,65.3,70.9,,-4.8,0.8,,,,,,
18,California,ACC,9,5,0.643,,0,1,0.0,,69.4,59.3,,15.42,5.35,,,,,,
