Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Louisiana Tech,CUSA,26,5,0.839,,17,1,0.944,,71.9,60.9,,9.17,-1.87,,,,,,Reg. Season Champion
2,Florida International,CUSA,20,11,0.645,,12,6,0.667,,68.5,66.3,,-1.18,-3.38,,,,,,
3,Missouri State,CUSA,21,12,0.636,,11,7,0.611,,66.4,61.7,,3.51,-1.16,,,,,,
4,Sam Houston,CUSA,18,12,0.6,,11,7,0.611,,63.2,62.0,,-0.92,-2.07,,,,,,
5,Liberty,CUSA,18,13,0.581,,11,7,0.611,,62.9,61.2,,1.74,0.05,,,,,,
6,Middle Tennessee,CUSA,16,15,0.516,,11,7,0.611,,61.9,60.5,,0.4,-0.95,,,,,,
7,Jacksonville State,CUSA,16,16,0.5,,9,9,0.5,,61.1,62.1,,-6.18,-5.18,,,,,,
8,Kennesaw State,CUSA,13,17,0.433,,6,12,0.333,,59.5,64.2,,-7.83,-3.17,,,,,,
9,Delaware,CUSA,13,19,0.406,,6,12,0.333,,62.4,65.9,,-7.23,-3.72,,,,,,
10,UTEP,CUSA,13,17,0.433,,5,13,0.278,,64.3,71.3,,-10.67,-3.71,,,,,,
11,New Mexico State,CUSA,9,21,0.3,,5,13,0.278,,55.7,68.5,,-13.8,-1.06,,,,,,
12,Western Kentucky,CUSA,8,21,0.276,,4,14,0.222,,56.6,66.1,,-11.39,-1.89,,,,,,
