Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Duke,ACC,27,8,0.771,,16,2,0.889,,74.5,59.4,,34.4,19.28,,7.0,7.0,,,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Louisville,ACC,29,7,0.806,,15,3,0.833,,79.4,60.7,,32.91,14.21,,20.0,6.0,,,NCAA Tournament
3,North Carolina,ACC,28,8,0.778,,14,4,0.778,,74.6,59.1,,29.51,13.92,,11.0,11.0,,,NCAA Tournament
4,NC State,ACC,21,11,0.656,,13,5,0.722,,76.7,67.1,,26.2,16.58,,9.0,9.0,,,NCAA Tournament
5,Syracuse,ACC,24,9,0.727,,12,6,0.667,,73.5,64.5,,20.09,11.03,,,,,,NCAA Tournament
6,Notre Dame,ACC,25,10,0.714,,12,6,0.667,,77.8,65.0,,28.3,15.5,,15.0,15.0,,,NCAA Tournament
7,Virginia Tech,ACC,23,10,0.697,,12,6,0.667,,72.5,61.5,,20.26,9.32,,,,,,NCAA Tournament
8,Virginia,ACC,22,11,0.667,,11,7,0.611,,75.2,64.6,,21.41,10.86,,,,,,NCAA Tournament
9,Clemson,ACC,21,12,0.636,,11,7,0.611,,67.7,59.1,,18.73,10.13,,,,,,NCAA Tournament
10,California,ACC,21,15,0.583,,9,9,0.5,,69.8,63.8,,17.76,11.82,,,,,,
11,Stanford,ACC,21,14,0.6,,8,10,0.444,,70.5,63.2,,18.51,11.23,,,,,,
12,Miami (FL),ACC,18,15,0.545,,8,10,0.444,,70.5,65.6,,16.79,11.85,,,,,,
13,Georgia Tech,ACC,14,19,0.424,,8,10,0.444,,65.8,65.9,,12.37,12.49,,,,,,
14,Florida State,ACC,10,21,0.323,,5,13,0.278,,71.5,77.1,,8.57,14.12,,,,,,
15,Wake Forest,ACC,14,18,0.438,,4,14,0.222,,65.2,66.3,,4.56,5.72,,,,,,
16,Southern Methodist,ACC,9,21,0.3,,2,16,0.111,,61.8,74.7,,-3.25,9.66,,,,,,
17,Pittsburgh,ACC,8,23,0.258,,1,17,0.056,,60.5,73.1,,-7.19,5.45,,,,,,
18,Boston College,ACC,5,26,0.161,,1,17,0.056,,64.1,76.8,,-3.52,9.23,,,,,,
