Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Army,Patriot,14,3,0.824,,5,1,0.833,,67.1,57.8,,0.63,-8.68,,,,,,
2,Navy,Patriot,10,6,0.625,,4,1,0.8,,71.4,65.6,,-0.37,-6.17,,,,,,
3,Lehigh,Patriot,8,8,0.5,,4,1,0.8,,66.2,68.3,,-5.04,-2.98,,,,,,
4,Holy Cross,Patriot,10,7,0.588,,4,2,0.667,,59.4,59.7,,-2.99,-2.7,,,,,,
5,Loyola (MD),Patriot,8,9,0.471,,4,2,0.667,,55.7,61.4,,-12.33,-6.68,,,,,,
6,Lafayette,Patriot,7,10,0.412,,3,3,0.5,,61.6,65.3,,-14.89,-11.18,,,,,,
7,American,Patriot,4,13,0.235,,2,4,0.333,,56.1,66.1,,-16.42,-6.42,,,,,,
8,Boston University,Patriot,5,12,0.294,,1,5,0.167,,54.7,62.3,,-13.52,-5.96,,,,,,
9,Bucknell,Patriot,5,12,0.294,,1,5,0.167,,50.8,60.6,,-16.07,-6.26,,,,,,
10,Colgate,Patriot,5,12,0.294,,1,5,0.167,,53.6,66.8,,-18.28,-5.09,,,,,,
