Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Rice,American,13,3,0.813,,3,0,1.0,,69.9,58.9,,9.97,-1.03,,,,,,
2,Tulsa,American,11,4,0.733,,3,0,1.0,,73.7,66.1,,2.15,-5.45,,,,,,
3,UTSA,American,8,6,0.571,,3,0,1.0,,59.5,59.5,,3.26,3.26,,,,,,
4,East Carolina,American,11,6,0.647,,3,1,0.75,,73.0,67.9,,0.68,-4.38,,,,,,
5,South Florida,American,10,7,0.588,,3,1,0.75,,70.8,72.2,,11.47,12.82,,,,,,
6,North Texas,American,9,7,0.563,,3,1,0.75,,67.9,64.9,,7.43,4.5,,,,,,
7,Charlotte,American,8,9,0.471,,2,2,0.5,,63.2,67.5,,1.42,5.66,,,,,,
8,Temple,American,7,8,0.467,,1,2,0.333,,69.3,68.6,,6.2,5.47,,,,,,
9,Florida Atlantic,American,7,9,0.438,,1,3,0.25,,61.2,68.7,,-7.14,0.33,,,,,,
10,Memphis,American,7,10,0.412,,1,3,0.25,,64.8,70.9,,-6.45,-0.39,,,,,,
11,Tulane,American,6,10,0.375,,1,3,0.25,,69.9,70.4,,0.6,1.16,,,,,,
12,UAB,American,7,9,0.438,,0,4,0.0,,72.9,69.0,,1.01,-2.92,,,,,,
13,Wichita State,American,3,14,0.176,,0,4,0.0,,57.1,66.6,,-9.67,-0.23,,,,,,
