Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Duke,ACC,20,7,0.741,,15,1,0.938,,75.1,58.7,,34.26,17.86,,7.0,7.0,,,
2,Louisville,ACC,24,5,0.828,,14,2,0.875,,81.7,60.8,,33.68,12.75,,20.0,6.0,,,
3,North Carolina,ACC,23,6,0.793,,12,4,0.75,,75.6,57.7,,28.51,10.68,,11.0,11.0,,,
4,Syracuse,ACC,21,6,0.778,,11,5,0.688,,75.0,62.3,,21.05,8.35,,,,,,
5,Virginia,ACC,19,8,0.704,,11,5,0.688,,76.1,63.0,,21.32,8.17,,,,,,
6,NC State,ACC,18,9,0.667,,11,5,0.688,,77.6,67.2,,27.18,16.77,,9.0,9.0,,,
7,Virginia Tech,ACC,21,8,0.724,,11,6,0.647,,73.1,60.0,,20.71,7.64,,,,,,
8,Clemson,ACC,19,9,0.679,,10,6,0.625,,69.2,57.9,,19.31,7.98,,,,,,
9,Notre Dame,ACC,18,9,0.667,,10,6,0.625,,79.4,65.6,,26.64,12.86,,15.0,15.0,,,
10,California,ACC,17,12,0.586,,8,8,0.5,,69.4,63.9,,17.46,11.98,,,,,,
11,Miami (FL),ACC,15,12,0.556,,7,9,0.438,,70.9,65.0,,18.2,12.24,,,,,,
12,Georgia Tech,ACC,12,16,0.429,,7,9,0.438,,66.1,66.6,,11.12,11.65,,,,,,
13,Stanford,ACC,17,12,0.586,,6,10,0.375,,68.9,62.1,,18.45,11.69,,,,,,
14,Wake Forest,ACC,14,14,0.5,,4,12,0.25,,66.3,66.0,,5.51,5.19,,,,,,
15,Florida State,ACC,9,19,0.321,,4,12,0.25,,72.4,77.3,,9.22,14.04,,,,,,
16,Southern Methodist,ACC,9,19,0.321,,2,14,0.125,,63.0,74.1,,-1.73,9.45,,,,,,
17,Pittsburgh,ACC,8,21,0.276,,1,15,0.063,,61.2,72.2,,-6.54,4.46,,,,,,
18,Boston College,ACC,5,25,0.167,,1,16,0.059,,64.1,76.4,,-3.29,9.04,,,,,,
