Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Murray State,MVC,28,3,0.903,,19,1,0.95,,85.3,74.2,,8.19,-2.95,,,,,,Reg. Season Champion
2,Belmont,MVC,20,11,0.645,,16,4,0.8,,71.2,66.5,,6.44,1.67,,,,,,
3,Bradley,MVC,20,11,0.645,,13,7,0.65,,69.1,64.9,,-0.04,-4.27,,,,,,
4,Illinois State,MVC,19,12,0.613,,13,7,0.65,,72.9,68.1,,1.72,-3.05,,,,,,
5,Northern Iowa,MVC,17,13,0.567,,13,7,0.65,,67.9,63.8,,3.34,-0.83,,,,,,
6,Drake,MVC,11,19,0.367,,10,10,0.5,,71.2,75.0,,-3.95,-0.15,,,,,,
7,Illinois-Chicago,MVC,14,17,0.452,,9,11,0.45,,66.0,65.7,,-3.0,-3.29,,,,,,
8,Southern Illinois,MVC,10,19,0.345,,7,13,0.35,,66.1,73.4,,-11.05,-3.72,,,,,,
9,Indiana State,MVC,9,21,0.3,,5,15,0.25,,73.0,84.7,,-15.11,-3.42,,,,,,
10,Evansville,MVC,7,24,0.226,,5,15,0.25,,67.5,76.0,,-11.57,-3.05,,,,,,
11,Valparaiso,MVC,0,31,0.0,,0,20,0.0,,55.6,81.5,,-28.47,-2.54,,,,,,
